uttr_id,happy,angry,sad,neutral,worried,surprise,video_id,start,end,text
sample_00003679,1,0,0,0,0,0,sample_00003679,0,4.4,"Don't think too highly of others, but also don't think too poorly of them."
sample_00003680,0,0,0,0,1,0,sample_00003680,0,2.44,"He is a returned overseas artist, you ask him to buy a set directly."
sample_00003682,1,0,0,0,0,0,sample_00003682,0,4.76,"The reason I didn't make a fuss is that, anyway, Director Shao told me the truth at the first time."
sample_00003683,1,0,0,0,0,0,sample_00003683,0,4.16,Do you know what hurts me the most when I see all of this?
sample_00003684,0,0,0,0,0,1,sample_00003684,0,6.92,"You are a true prairie wolf, I take pride in you."
sample_00003685,1,0,0,0,0,0,sample_00003685,0,1.6,Designers are just working for others.
sample_00003686,0,0,0,0,0,1,sample_00003686,0,1.8,You're making me feel very uncomfortable.
sample_00003687,0,1,0,0,0,0,sample_00003687,0,1.36,What are you talking about? It's all over the place.
sample_00003691,0,1,0,0,0,0,sample_00003691,0,5.12,"You underestimate yourself too much, even though that Mr. Wei is also quite a decent person."
sample_00003692,0,0,0,1,0,0,sample_00003692,0,2.6,"In love, the one who takes it seriously first, loses."
sample_00003693,0,1,0,0,0,0,sample_00003693,0,6.2,"Also, if you defame my reputation and innocence in front of my company's employees, of course I will sue you."
sample_00003694,0,1,0,0,0,0,sample_00003694,0,4.72,"Beautiful lady, can I stay at your place for one night?"
sample_00003695,0,0,0,1,0,0,sample_00003695,0,1.84,"So what, go to sleep now."
sample_00003696,1,0,0,0,0,0,sample_00003696,0,2.64,"I'm really afraid of running into her, that would be a big trouble."
sample_00003699,0,1,0,0,0,0,sample_00003699,0,2.72,"I want to give you a piece of advice, I sincerely hope for you."
sample_00003700,0,0,0,1,0,0,sample_00003700,0,5.52,"Actually, I know that our company has a high threshold."
sample_00003701,0,0,1,0,0,0,sample_00003701,0,1.36,"Hello, auntie!"
sample_00003702,0,1,0,0,0,0,sample_00003702,0,1.48,That was my last chance.
sample_00003703,0,1,0,0,0,0,sample_00003703,0,4.81,"You're awake, you seem in good spirits."
sample_00003704,0,0,0,1,0,0,sample_00003704,0,2.56,"He thought by saying he owed money, I would soften up and give it to him."
sample_00003705,0,0,1,0,0,0,sample_00003705,0,1.48,I will practice hard these two days.
sample_00003706,0,0,0,0,0,1,sample_00003706,0,1.72,I was just talking about that thing.
sample_00003708,0,0,0,1,0,0,sample_00003708,0,1.52,You think you can.
sample_00003709,0,0,0,1,0,0,sample_00003709,0,4.72,Mom doesn't want to see your family fall apart.
sample_00003710,0,0,0,1,0,0,sample_00003710,0,1.72,"Yes, Teacher Zhang."
sample_00003713,1,0,0,0,0,0,sample_00003713,0,2.48,"Me, I've already eaten, besides, I need to maintain my figure."
sample_00003715,0,1,0,0,0,0,sample_00003715,0,1.44,He even gave me hawthorn fruit to eat.
sample_00003718,1,0,0,0,0,0,sample_00003718,0,4.64,You know the girl who is engaged to your Uncle Li's son.
sample_00003719,1,0,0,0,0,0,sample_00003719,0,2.85,How can you be indecisive when selling lottery tickets?
sample_00003720,0,0,1,0,0,0,sample_00003720,0,5.96,"Sure, do you sell coffee beans there? Perfect, I want to buy some coffee beans."
sample_00003722,0,0,0,0,1,0,sample_00003722,0,5.36,Teacher Cheng has been pursuing Teacher Ouyang for two years. It turns out that Teacher Ouyang has always had feelings for this person!
sample_00003724,0,0,0,0,1,0,sample_00003724,0,4.56,I broke up with him because my boyfriend cheated on me. The thing I hate most in my life is the third party.
sample_00003725,0,0,1,0,0,0,sample_00003725,0,1.73,You are simply making a fuss.
sample_00003729,0,0,0,1,0,0,sample_00003729,0,2.56,Aren't we living a good life together?
sample_00003730,1,0,0,0,0,0,sample_00003730,0,3.34,"So you must know, the vehicle involved in the accident is Lin Mengmeng's Cayenne."
sample_00003732,0,1,0,0,0,0,sample_00003732,0,1.96,You are simply a parrot of your mother right now.
sample_00003733,0,0,0,1,0,0,sample_00003733,0,6.92,"There's no choice, I have to fulfill the entrusted task faithfully. Besides, they are going to start a company in Shanghai, they can't possibly not have a place to work, right?"
sample_00003736,1,0,0,0,0,0,sample_00003736,0,2.16,"He always laughs like that, and I want to cry whenever I think of his laughter."
sample_00003737,1,0,0,0,0,0,sample_00003737,0,1.28,You look good in anything you wear.
sample_00003738,0,1,0,0,0,0,sample_00003738,0,5.44,"Does he have health insurance? If so, you need to urgently delegate someone back home to help with the hospital transfer procedures."
sample_00003739,1,0,0,0,0,0,sample_00003739,0,4.05,"If I speak to her politely and tell her the truth, wouldn't we avoid arguing?"
sample_00003740,0,1,0,0,0,0,sample_00003740,0,1.21,"At this dosage, she consumes four bottles a day."
sample_00003742,1,0,0,0,0,0,sample_00003742,0,6.64,"Wait, wait, wait, can we not be sentimental? We're an old married couple, let's not say those words of gratitude."
sample_00003747,1,0,0,0,0,0,sample_00003747,0,4.6,"Even if you break up and grumble about each other, grumble about some things, those things are not important."
sample_00003751,1,0,0,0,0,0,sample_00003751,0,3.12,"Xiaomei, could you please go buy two jin of eggs and also get some soy sauce?"
sample_00003752,0,0,0,1,0,0,sample_00003752,0,5.36,"I'm so sorry for the inconvenience. We're all family here, it's all our business. Don't worry, sister-in-law, I will definitely handle it well."
sample_00003753,0,1,0,0,0,0,sample_00003753,0,3.84,"I went to see her yesterday, and then, played a little trick."
sample_00003755,0,0,1,0,0,0,sample_00003755,0,3.01,"I know, I'm also particularly happy that you two can reconcile."
sample_00003757,0,1,0,0,0,0,sample_00003757,0,2.36,"Yingying, what are you talking about? I don't believe Andy is that kind of person."
sample_00003759,0,1,0,0,0,0,sample_00003759,0,7.04,"Your honor, the company's honor, my honor, have been destroyed like this, and you just let it go? This is called weakness."
sample_00003760,0,0,0,1,0,0,sample_00003760,0,1.68,How about we have a chat?
sample_00003761,0,0,1,0,0,0,sample_00003761,0,1.48,"Bro, are you trying to drive me away?"
sample_00003762,0,0,0,1,0,0,sample_00003762,0,3.12,He turned off the machine.
sample_00003763,1,0,0,0,0,0,sample_00003763,0,2.48,"It is the biggest thing in our family, the most important thing, you don't be careless."
sample_00003764,0,0,0,0,0,1,sample_00003764,0,6.08,"Don't worry, mom. I can hear the change in your voice. Don't scare yourself, nothing bad is going to happen. Alright, alright, everything is fine."
sample_00003765,0,0,1,0,0,0,sample_00003765,0,4.92,"At that time, take them with you, including Xiao Lei, take everyone you can."
sample_00003766,0,0,0,1,0,0,sample_00003766,0,2.33,What a terrible script is this?
sample_00003768,0,0,0,1,0,0,sample_00003768,0,2.64,What about that box? It's called the box of memories.
sample_00003769,0,0,1,0,0,0,sample_00003769,0,3.12,"My life, has long since ceased to be my own."
sample_00003770,0,1,0,0,0,0,sample_00003770,0,2.2,"If we don't mix like siblings, how would good things come my way?"
sample_00003772,0,0,0,0,1,0,sample_00003772,0,6.68,"I promise, if there is any trouble caused by this matter, I will let you bear all the consequences."
sample_00003773,0,0,0,1,0,0,sample_00003773,0,2.64,Huh? You're talking about Jiahe.
sample_00003774,0,0,0,1,0,0,sample_00003774,0,5.44,"Come on, how coincidental is that? Just that one time, and I got pregnant."
sample_00003775,0,0,0,1,0,0,sample_00003775,0,3.4,I don't want him in my house. You should ask him to leave.
sample_00003776,0,0,0,0,1,0,sample_00003776,0,2.2,"The wedding dress for Xu Guangmei has already arrived, give him a call."
sample_00003779,0,0,0,0,1,0,sample_00003779,0,11.97,"Xiao Hai's family doesn't want me anymore. I'm going back to my mother's house. My brother and sister-in-law are avoiding me,"
sample_00003781,0,0,0,0,0,1,sample_00003781,0,2.92,Start counting.
sample_00003782,0,0,0,1,0,0,sample_00003782,0,2.2,Can you understand?
sample_00003786,0,0,0,0,1,0,sample_00003786,0,4.64,"No, no, no, don't worry about this matter. The matter of having a child can't be rushed."
sample_00003787,0,0,1,0,0,0,sample_00003787,0,1.4,"You go ahead and enter, I can't eat anyway."
sample_00003788,0,1,0,0,0,0,sample_00003788,0,2.2,"I just called her this morning, and she said she is out of town."
sample_00003789,0,0,0,1,0,0,sample_00003789,0,2.96,"Okay, I admit, I can't accept her past."
sample_00003790,0,0,1,0,0,0,sample_00003790,0,2.59,Are you really so upset?
sample_00003792,1,0,0,0,0,0,sample_00003792,0,3.76,"That's good, don't get too tired. I know the job of a screenwriter."
sample_00003794,1,0,0,0,0,0,sample_00003794,0,1.97,This is the latest calculation.
sample_00003797,0,0,0,1,0,0,sample_00003797,0,5.32,"For instance, looking at me, what do you want to do the most right now?"
sample_00003798,0,0,1,0,0,0,sample_00003798,0,2.2,The food cooked in a good mood is delicious.
sample_00003799,0,1,0,0,0,0,sample_00003799,0,1.24,Ah?
sample_00003801,0,0,0,1,0,0,sample_00003801,0,4.73,"You said Sister Fan got so drunk with others, and came back crying."
sample_00003802,1,0,0,0,0,0,sample_00003802,0,1.92,"The day your father left, he asked me to pass this on to you."
sample_00003803,0,0,0,1,0,0,sample_00003803,0,6.64,"The chef, you see, needs to have creativity and imagination, just like doing art. Without madness, there's no survival."
sample_00003805,0,0,0,1,0,0,sample_00003805,0,1.32,"You go, go, go, go."
sample_00003806,0,0,1,0,0,0,sample_00003806,0,3.96,My daughter has a strong personality and is difficult to manage. She often causes trouble.
sample_00003807,0,1,0,0,0,0,sample_00003807,0,5.88,"The user you are trying to reach is about to go for a run, please try again later."
sample_00003809,1,0,0,0,0,0,sample_00003809,0,2.92,"Sometimes, time can solve all problems."
sample_00003810,0,0,0,1,0,0,sample_00003810,0,1.36,Where is the Chaobei Law Enforcement Station?
sample_00003815,0,0,0,1,0,0,sample_00003815,0,2.68,"He was dumbfounded, he had never seen tickets being sold like this before."
sample_00003816,0,0,1,0,0,0,sample_00003816,0,0.64,Ah!
sample_00003820,0,1,0,0,0,0,sample_00003820,0,1,"That's good, that's good."
sample_00003821,0,1,0,0,0,0,sample_00003821,0,6.04,"You ungrateful girl! Mom gave you so much money, and you actually bought a fake bag to deceive your sister-in-law. What's wrong with you?"
sample_00003822,1,0,0,0,0,0,sample_00003822,0,2.04,Everything has been clearly explained.
sample_00003826,0,1,0,0,0,0,sample_00003826,0,6.96,
sample_00003828,0,0,0,1,0,0,sample_00003828,0,4.12,"No, I, I don't know you, you were allergic to snails, I just want to tease you a little bit."
sample_00003829,0,0,0,1,0,0,sample_00003829,0,7.68,"So I think dining with a man doesn't necessarily represent anything. I believe Xiao Fan is a paradox. She is vain, but her nature is not bad."
sample_00003833,0,1,0,0,0,0,sample_00003833,0,6.56,"It could offset ten years of struggle and waiting. Do you think I, as a mother, could accept that?"
sample_00003834,0,0,0,1,0,0,sample_00003834,0,9.04,"Fool, as for me, I just feel that the further away from you, the better."
sample_00003836,0,0,0,0,1,0,sample_00003836,0,8.4,"Qiu Bozhao, don't push people too far. I've known for a long time that all these years, you've been thinking about Yang Xuehua in your heart."
sample_00003837,0,1,0,0,0,0,sample_00003837,0,9,"The more he gives to me, the more guilty I feel. Unless I agree to be his girlfriend, I won't use a penny of his. Wang Xiaotian, are you trying to make me trade my feelings with him?"
sample_00003838,0,1,0,0,0,0,sample_00003838,0,4.12,"Come on, report to me. What work have you done today?"
sample_00003839,1,0,0,0,0,0,sample_00003839,0,6.63,I know that you are aware of the inside information.
sample_00003840,0,1,0,0,0,0,sample_00003840,0,3.04,"Hello, can I have a few words with Xiao Fan alone?"
sample_00003843,0,1,0,0,0,0,sample_00003843,0,3.64,"We don't agree with what's going on between Xiao Qiang and Gu Qing, we can't accept this gift."
sample_00003844,0,0,0,0,0,1,sample_00003844,0,2.32,Who else? That guy from class two.
sample_00003845,0,0,0,0,1,0,sample_00003845,0,5.23,"Go ahead, as long as you get it back, it's fine. I, your little undercover, have been through thick and thin for you."
sample_00003846,0,1,0,0,0,0,sample_00003846,0,8.44,"Zhu Tao, let me tell you, if you want to take a step out of this door today, this child has nothing to do with you. I will take these paintings and set up a stall on the Bund to sell them."
sample_00003847,1,0,0,0,0,0,sample_00003847,0,1.67,"I forbid you to mention this matter, I forbid you to mention it."
sample_00003848,0,1,0,0,0,0,sample_00003848,0,13.64,"Sister-in-law, I will never forget the kindness you have shown me in my lifetime."
sample_00003849,1,0,0,0,0,0,sample_00003849,0,1.52,"Chef, how are you,"
sample_00003850,0,0,0,1,0,0,sample_00003850,0,2.04,
sample_00003851,0,0,0,0,1,0,sample_00003851,0,2.04,You want me to become a housewife and quickly have a child at home.
sample_00003853,0,0,0,1,0,0,sample_00003853,0,4.6,"Xiao Zhi, he is from a single-parent family, his mother has never celebrated his birthday or Children's Day with him."
sample_00003855,0,0,0,1,0,0,sample_00003855,0,3.8,"Don't talk about my mother-in-law like that, besides, this money wasn't given to me by her."
sample_00003856,1,0,0,0,0,0,sample_00003856,0,2.24,I didn't expect it would end up like this.
sample_00003857,0,0,0,1,0,0,sample_00003857,0,4.48,"You keep interrupting me all day long, aren't you going to change your clothes?"
sample_00003860,0,1,0,0,0,0,sample_00003860,0,5.12,"Look at Huang Hongbing and his team, the last case they handled, the case officer and two victims."
sample_00003861,0,0,1,0,0,0,sample_00003861,0,4.08,"Li Wei, this is a mad dog."
sample_00003862,0,0,0,1,0,0,sample_00003862,0,3.8,"You hate me, and I don't like you either. Perfect, from now on, neither of us needs to bother with the other."
sample_00003863,0,0,0,1,0,0,sample_00003863,0,1.56,"Two words, very good."
sample_00003864,0,0,0,1,0,0,sample_00003864,0,7.32,"Old Hu, I'm sorry! Look at you, you've gone to great lengths to find him a job, how could he do such a thing again?"
sample_00003865,0,0,0,1,0,0,sample_00003865,0,4.29,"A group of people is encapsulated within two or three words, such as ""rich second generation"" and ""official second generation""."
sample_00003868,0,0,1,0,0,0,sample_00003868,0,1.4,It's not too late for you to say it now.
sample_00003870,0,1,0,0,0,0,sample_00003870,0,3.6,"I'm saying why is the progress so slow, is someone causing trouble?"
sample_00003871,0,0,0,1,0,0,sample_00003871,0,4.05,"Alright, alright, I misspoke, I apologize to you. I'm sorry, thank you for your concern."
sample_00003873,0,1,0,0,0,0,sample_00003873,0,6.88,"Why should I admit my mistake? Why should I? Don't the patients and their families have any responsibility? Why? Why are all the problems pushed onto me? Of course, I won't accept this."
sample_00003874,0,1,0,0,0,0,sample_00003874,0,2.24,"It was said that at that time, it felt like it was almost unbearable, the feeling of having to say goodbye to the world."
sample_00003875,0,0,1,0,0,0,sample_00003875,0,6.88,"To tell you the truth, in this lifetime, the person my sister-in-law is most grateful for is actually you."
sample_00003876,0,1,0,0,0,0,sample_00003876,0,2.44,"I can't do it anymore, when I realized it, it was already in the third stage."
sample_00003877,0,0,1,0,0,0,sample_00003877,0,1.84,I'll give it to you.
sample_00003878,0,1,0,0,0,0,sample_00003878,0,2.88,"I believe, the good ones like me, are always left till the end."
sample_00003879,0,0,1,0,0,0,sample_00003879,0,19,"The words that Director Qiu just said were unpleasant, but they were the truth. Honestly, I don't have the energy to engage in a lawsuit with you. I can't afford the hassle. You have done your best. If there's anyone to blame, it's my father's unfortunate fate."
sample_00003881,0,0,0,0,1,0,sample_00003881,0,1.52,"Snow, you think."
sample_00003883,0,0,0,1,0,0,sample_00003883,0,2.17,The cheapest one.
sample_00003884,0,0,0,0,1,0,sample_00003884,0,3.92,"We have to go even if we're running late, you know that, especially for projects like this."
sample_00003885,0,0,0,1,0,0,sample_00003885,0,5.26,"If the company feels that even the best performers can't get promoted, I seriously doubt whether I should continue to stay here."
sample_00003886,0,0,0,1,0,0,sample_00003886,0,3.63,"That's good, that's good, don't just eat, drink some water."
sample_00003888,1,0,0,0,0,0,sample_00003888,0,2.2,The gentleman who delivered flowers to you last time is here again.
sample_00003889,0,0,0,1,0,0,sample_00003889,0,3.64,"Don't be too sad, Ouyang."
sample_00003890,0,0,0,0,1,0,sample_00003890,0,5,"You caused a big commotion in the hospital, want to divorce me, all because of a half-dead woman."
sample_00003891,0,0,0,0,1,0,sample_00003891,0,1.08,Waiting for you to rob the gold shop.
sample_00003892,0,1,0,0,0,0,sample_00003892,0,3.01,"Don't daydream in the middle of the night, okay? The profit from loan sharking is only three points？"
sample_00003893,0,0,0,1,0,0,sample_00003893,0,7.32,"She keeps everything hidden, afraid that others will find out. So, spend more time with her during this period, I'm also worried that something might happen to her."
sample_00003895,0,0,0,1,0,0,sample_00003895,0,7.01,"That person is my boyfriend, we have been dating for over a year."
sample_00003896,0,0,0,0,1,0,sample_00003896,0,4,"Slowly, we got WeChat, we got this convenient phone."
sample_00003900,0,0,0,0,1,0,sample_00003900,0,4.24,"Your brother has finally given the Fan family a grandson in these years, what about you? What else do you have besides this pile of clothes?"
sample_00003901,0,1,0,0,0,0,sample_00003901,0,3.52,"It's not me advising you, but you'd better not get involved, lest you shoot yourself in the foot."
sample_00003904,0,1,0,0,0,0,sample_00003904,0,4.76,All my worries exist before the audience watches this film.
sample_00003906,0,0,0,1,0,0,sample_00003906,0,1.96,"He has been asking me, but I didn't agree."
sample_00003909,0,0,0,0,1,0,sample_00003909,0,2.72,"Neighbor, a particularly noisy neighbor."
sample_00003911,0,0,0,0,1,0,sample_00003911,0,21.53,"Did he really abandon me? Why is he so heartless? Leaving me here alone, what on earth did I do wrong?"
sample_00003913,1,0,0,0,0,0,sample_00003913,0,1.76,"Oh, I'm so thirsty."
sample_00003914,0,0,0,0,1,0,sample_00003914,0,5.04,"Alright, let me ask you the final question, this is the most important question."
sample_00003915,1,0,0,0,0,0,sample_00003915,0,7.64,"You are a composed person, some things don't need me to say, you can weigh who is more important."
sample_00003920,0,1,0,0,0,0,sample_00003920,0,2.38,
sample_00003925,0,0,0,0,1,0,sample_00003925,0,4.12,"In the end, the relationship with the patient has become like this, I really can't accept it."
sample_00003927,0,0,1,0,0,0,sample_00003927,0,3.8,"I can't get through. Something bad didn't really happen, did it?"
sample_00003929,0,1,0,0,0,0,sample_00003929,0,10.68,"Actually, in my heart, I always don't understand why it had to be my son who was lost."
sample_00003930,0,1,0,0,0,0,sample_00003930,0,5.08,"Well, that's true. Do you think our son is really impressive?"
sample_00003931,0,0,0,1,0,0,sample_00003931,0,2.16,"It's been many years since we last met, I thought I would never see you again."
sample_00003932,1,0,0,0,0,0,sample_00003932,0,3.44,What's not so good? I think everything looks pretty good.
sample_00003934,0,0,0,0,1,0,sample_00003934,0,1.28,"I'm afraid you won't come back, and I'm also scared something might happen to you on the road."
sample_00003937,0,1,0,0,0,0,sample_00003937,0,2.44,
sample_00003938,0,0,0,0,1,0,sample_00003938,0,5.64,"It was this accident that allowed the two victims to survive, and from then on, these three people."
sample_00003939,0,0,0,1,0,0,sample_00003939,0,2.72,I'm thirty years old and still not married.
sample_00003940,0,0,0,1,0,0,sample_00003940,0,4.52,"Okay, okay, I got it, I'll come tomorrow night. Sumei, stop threatening me with divorce all the time, do you find it amusing?"
sample_00003941,1,0,0,0,0,0,sample_00003941,0,3.27,"I have no confidence at all, I'm afraid of being rejected."
sample_00003942,1,0,0,0,0,0,sample_00003942,0,3.24,"All assets, you mean everything."
sample_00003944,0,0,0,0,1,0,sample_00003944,0,1.87,Where on earth is he?
sample_00003945,0,1,0,0,0,0,sample_00003945,0,4.16,"I'm telling you, Qing'er, you can't tell if someone is mentally ill just by their appearance."
sample_00003948,1,0,0,0,0,0,sample_00003948,0,6.28,"There's no problem with the wedding. The bride has it, but what about the groom? Should she be left alone?"
sample_00003951,0,0,0,1,0,0,sample_00003951,0,1.75,
sample_00003953,0,0,1,0,0,0,sample_00003953,0,0.65,
sample_00003955,1,0,0,0,0,0,sample_00003955,0,0.92,He let me go.
sample_00003956,0,0,1,0,0,0,sample_00003956,0,4.24,I hate these kind of manipulative words the most. Can you just speak clearly about what you want?
sample_00003957,0,0,1,0,0,0,sample_00003957,0,4.65,"You, you are mom."
sample_00003959,0,0,0,1,0,0,sample_00003959,0,3.53,"No matter what, we cannot let this matter affect the relationship between the five girls on the 22nd floor."
sample_00003964,1,0,0,0,0,0,sample_00003964,0,1.2,Can you focus on something meaningful?
sample_00003967,0,0,0,0,0,1,sample_00003967,0,7.96,I am a fugitive who has been in hiding for eleven years.
sample_00003968,0,1,0,0,0,0,sample_00003968,0,0.68,
sample_00003970,1,0,0,0,0,0,sample_00003970,0,10.84,"But on the other hand, you said I should live a good life, but you really can't compare, seriously, you said how good it is between me and Su Qing."
sample_00003971,1,0,0,0,0,0,sample_00003971,0,1.48,
sample_00003974,0,0,0,0,0,1,sample_00003974,0,1.84,The fire is out.
sample_00003978,1,0,0,0,0,0,sample_00003978,0,8,"Grandma, mom, what can I do? Didn't you say it? I have a low alcohol tolerance, I just want to practice."
sample_00003980,0,0,0,1,0,0,sample_00003980,0,3.27,"Of course, I am his father, he is my son."
sample_00003981,0,0,0,1,0,0,sample_00003981,0,3.16,"We always talk about team building, but when we encounter pressure."
sample_00003982,0,1,0,0,0,0,sample_00003982,0,1.34,It's really not easy to be.
sample_00003985,0,0,0,0,1,0,sample_00003985,0,3.72,How can you speak to your sister-in-law with such an attitude? Apologize immediately and take off your clothes.
sample_00003986,0,0,0,1,0,0,sample_00003986,0,2.84,"This money was earned by your father risking his life, and it's only for you when you turn eighteen."
sample_00003987,0,0,0,1,0,0,sample_00003987,0,4.52,"Mr. Bai is too excessive, and Fan Jie also did this because she couldn't bear to see it."
sample_00003988,0,0,1,0,0,0,sample_00003988,0,2.8,Why are we making such a fuss? We are neighbors after all. Is it really necessary?
sample_00003989,1,0,0,0,0,0,sample_00003989,0,1.96,I won't sign this.
sample_00003990,1,0,0,0,0,0,sample_00003990,0,2.33,That's fine.
sample_00003991,0,0,1,0,0,0,sample_00003991,0,4.12,"I'm going to have an ultrasound this weekend, and it will be the first time we can see our baby."
sample_00003992,0,1,0,0,0,0,sample_00003992,0,3.16,"More importantly, no company would appreciate."
sample_00003993,0,0,0,0,0,1,sample_00003993,0,3.12,Who said I'm acting crazy because of alcohol? What's wrong with me wanting to drop out of school?
sample_00003994,1,0,0,0,0,0,sample_00003994,0,2.44,Are you here just to tell me these things?
sample_00003995,0,0,0,0,1,0,sample_00003995,0,5.8,"Well, it doesn't really matter whether you guess or not, the key is that Ouyang seems to believe it now."
sample_00003999,0,1,0,0,0,0,sample_00003999,0,2.36,What are we? We are flies.
sample_00004000,0,0,0,1,0,0,sample_00004000,0,1.56,I think the teacher has a really sharp eye.
sample_00004003,0,0,0,0,1,0,sample_00004003,0,2.52,"Oh, I just feel very sad."
sample_00004004,0,0,1,0,0,0,sample_00004004,0,1.72,How could he go to America without telling me?
sample_00004005,1,0,0,0,0,0,sample_00004005,0,1.44,
sample_00004007,1,0,0,0,0,0,sample_00004007,0,2.84,"What are you doing, why are you looking at me like that?"
sample_00004011,0,0,1,0,0,0,sample_00004011,0,3.25,Don't expect to have it easy if you don't let me!
sample_00004012,0,0,0,0,1,0,sample_00004012,0,3,"Of course, I hope to be in the status of a friend."
sample_00004014,0,1,0,0,0,0,sample_00004014,0,2.46,"It's you, Officer Liu."
sample_00004015,0,0,0,1,0,0,sample_00004015,0,2.77,"Ever since you said the word ""mom"", you've had a bit of that meaning."
sample_00004016,0,0,0,1,0,0,sample_00004016,0,4.64,"Dr. Wang, I'm sorry, I didn't think that much."
sample_00004017,0,0,0,1,0,0,sample_00004017,0,3.12,"When have I ever delayed a manuscript? Just like this, got to go."
sample_00004018,0,0,0,1,0,0,sample_00004018,0,5.12,"After discussing it between us, we felt that it wasn't right to keep dragging things out, so we decided to go ahead and get married."
sample_00004019,1,0,0,0,0,0,sample_00004019,0,7.36,Do you know the feeling of silently staying at the party for my friend... my best friend?
sample_00004022,0,1,0,0,0,0,sample_00004022,0,1.28,"And just like that, right after getting married."
sample_00004023,0,0,0,0,0,1,sample_00004023,0,5.64,"Avenge the common people of Tiwucheng who were bombed, you two elders."
sample_00004024,0,1,0,0,0,0,sample_00004024,0,3.12,"Um, when my mom was pregnant with me, she didn't vomit severely."
sample_00004025,1,0,0,0,0,0,sample_00004025,0,4.05,"I tell you, I will absolutely not divorce from this marriage, not even if I die."
sample_00004027,0,1,0,0,0,0,sample_00004027,0,1.36,What did I say before? Why did you invite someone over?
sample_00004028,0,1,0,0,0,0,sample_00004028,0,5.44,"Well, you see, can the agency fee be borne by your side?"
sample_00004030,0,0,0,0,1,0,sample_00004030,0,0.92,"Hey, I didn't, I absolutely didn't pressure you."
sample_00004032,1,0,0,0,0,0,sample_00004032,0,2.32,"Alright, thank you."
sample_00004033,1,0,0,0,0,0,sample_00004033,0,3.12,Spitting all the saliva on you alone will kill you.
sample_00004037,0,0,1,0,0,0,sample_00004037,0,6.24,"By the way, when will the journalist team from the gourmet weekly arrive?"
sample_00004038,0,1,0,0,0,0,sample_00004038,0,9.52,"It's too terrifying, too terrifying, I really regret it."
sample_00004040,0,1,0,0,0,0,sample_00004040,0,8.16,"Secondly, to put it bluntly, the disease she contracted, she knows she will die sooner or later, so her fussing is meaningless!"
sample_00004042,0,0,1,0,0,0,sample_00004042,0,1.32,"So, this is a misunderstanding."
sample_00004044,0,1,0,0,0,0,sample_00004044,0,2.99,"I have been making cheongsams all my life, and what I value most is reputation."
sample_00004046,0,0,1,0,0,0,sample_00004046,0,4.52,"Then I won't leave, you have to let Peng Jiahe know."
sample_00004047,0,0,0,1,0,0,sample_00004047,0,2.36,"There was a problem with the finances, I told my father about it."
sample_00004048,0,0,1,0,0,0,sample_00004048,0,8.88,"I've made the changes as you suggested and just sent it to our manager. However, I'm still a bit worried as it seems quite different from what you said."
sample_00004049,0,1,0,0,0,0,sample_00004049,0,4.48,"Is this okay? Starting from tomorrow, I will teach him how to cook properly."
sample_00004050,1,0,0,0,0,0,sample_00004050,0,2.52,"I see, it's hopeless, you better prepare to pay up."
sample_00004051,0,0,0,1,0,0,sample_00004051,0,4.52,"Teacher Ouyang, I am expressing concern for you. If you speak like this, I will be hurt."
sample_00004052,0,1,0,0,0,0,sample_00004052,0,5,"But it's the storms I've weathered and the world I've seen, there's nothing I can't handle."
sample_00004053,0,0,0,1,0,0,sample_00004053,0,2.28,So these two people are romantically involved.
sample_00004054,1,0,0,0,0,0,sample_00004054,0,6.36,"Sorry Dr. Xu, indeed, the old lady here really can't spare the time."
sample_00004056,1,0,0,0,0,0,sample_00004056,0,8.08,"This bad habit can be divided into two types, good bad habits and bad bad habits. As for men, good bad habits should be learned from a young age."
sample_00004059,0,0,0,0,1,0,sample_00004059,0,0.71,Let's go.
sample_00004062,0,0,0,1,0,0,sample_00004062,0,3.76,"Okay, in that case, you go and check his background carefully again."
sample_00004064,1,0,0,0,0,0,sample_00004064,0,3.48,Didn't you say you wanted to move house a couple of days ago? I've had someone find a few options for you.
sample_00004065,0,1,0,0,0,0,sample_00004065,0,12,"Decades of time have mercilessly passed by, and when we distance ourselves from the war-torn China full of devastation, people suddenly realize that Xiao Hong's Tale of Hulan River, like an undying flower, is deeply hidden in history."
sample_00004067,0,1,0,0,0,0,sample_00004067,0,8.24,"Yes, you are now under Wang Bo's management, and I can't preach to you anymore. Hey? I noticed that you have become more and more active lately, haven't you? How steady you used to be!"
sample_00004070,0,0,1,0,0,0,sample_00004070,0,1.2,Hahaha!
sample_00004071,0,1,0,0,0,0,sample_00004071,0,3.56,"Got it, this, this, this, this shopping card."
sample_00004072,0,0,0,1,0,0,sample_00004072,0,3.72,I brought some top-quality Da Hong Pao tea. Isn't it the change of seasons these days? Let's have some of this.
sample_00004073,0,1,0,0,0,0,sample_00004073,0,2.48,"Using a stand-in is so awesome, this idea is brilliant."
sample_00004075,1,0,0,0,0,0,sample_00004075,0,2,
sample_00004076,1,0,0,0,0,0,sample_00004076,0,2.84,"I am worried about Mr. Wei, he may not be as good as you imagine."
sample_00004077,0,0,1,0,0,0,sample_00004077,0,3.48,"It's just a long-term relationship, it's normal to take a break."
sample_00004081,1,0,0,0,0,0,sample_00004081,0,5.4,"I'm telling you, Tao, people who have a habit of lying are really scary. Don't you have any sense of right and wrong?"
