uttr_id,video_id,start,end,text,valence,arousal,dominance
sample_00005759,sample_00005759,0,3.28,That's amazing! What are you hesitating about?,0.568,0.71,0.078
sample_00004202,sample_00004202,0,5.68,"I just landed, turned down someone's French feast, just to go eat a 28 yuan hot pot with you.",-0.756,0.66,0.208
sample_00005879,sample_00005879,0,1.76,"I'm sorry, I misspoke.",-0.756,0.66,0.208
sample_00005327,sample_00005327,0,4.24,"You should ask me first about things concerning the two of us, seek my opinion, and then make decisions for me, okay?",-0.756,0.66,0.208
sample_00003456,sample_00003456,0,1.32,"Don't talk nonsense, phooey!",0.0,0.0,0.0
sample_00003591,sample_00003591,0,2.52,I bet there's no one in this world who is sillier than her.,-0.756,0.66,0.208
sample_00005578,sample_00005578,0,2.8,Oh.,0.0,0.0,0.0
sample_00003027,sample_00003027,0,2.24,"However, this young man, his performance is exceptionally outstanding, he is particularly capable.",-0.55,-0.334,-0.702
sample_00005705,sample_00005705,0,2.93,"I'm giving you a task, take good care of Andy, there will be a generous reward.",1.0,0.47,0.544
sample_00001184,sample_00001184,0,1.88,My dad is one of those who can fight well.,-0.812,0.648,-0.21
sample_00005326,sample_00005326,0,2.64,"It's not about telling you a story, I'll let you taste what it's like to want to die but can't.",0.0,0.0,0.0
sample_00001329,sample_00001329,0,15.92,"You're too polite, aren't you! Well, I didn't want to put too much pressure on you. I think even when facing the college entrance examination, maintaining a relaxed and happy mood can actually improve your performance. Today, you have proven to me with your actions that you are a bunch of lazy donkeys.",-0.756,0.66,0.208
sample_00002842,sample_00002842,0,2.44,"If you don't go, we will immediately flip the table and have a falling out!",1.0,0.47,0.544
sample_00006889,sample_00006889,0,1.0,I heard our family's Meimei say,0.0,0.0,0.0
sample_00001694,sample_00001694,0,7.2,What's going on? Not answering the phone at crucial times?,0.0,0.0,0.0
samplenew_00012049,samplenew_00012049,0,6.43,"If you want to vent your anger, it would be better to take up a rifle and stand guard at the entrance of the village. Who are you trying to vent your anger at?",1.0,0.47,0.544
sample_00005297,sample_00005297,0,3.13,"I know you don't consider me as a friend, but they do.",1.0,0.47,0.544
sample_00004368,sample_00004368,0,4.73,"I am maintaining a good relationship with my sister-in-law, after all, we are family, which is quite normal.",1.0,0.47,0.544
sample_00001660,sample_00001660,0,1.28,She just keeps crying.,-0.756,0.66,0.208
sample_00002897,sample_00002897,0,2.28,"I'm telling you, Hu Qixing, do you understand that this is illegal?",-0.756,0.66,0.208
sample_00000591,sample_00000591,0,5.88,"I came here to rest. Junjun is a good child, but he is not careful enough in some things.",1.0,0.47,0.544
sample_00002476,sample_00002476,0,3.24,"The name is just a code, why so many rules? Call it whatever you want.",-0.55,-0.334,-0.702
sample_00002146,sample_00002146,0,7.56,"He fears that she will forget everything and recognize no one, yet he also fears that she will gradually forget and suffer herself.",-0.812,0.648,-0.21
sample_00004052,sample_00004052,0,5.0,"But it's the storms I've weathered and the world I've seen, there's nothing I can't handle.",-0.756,0.66,0.208
sample_00006344,sample_00006344,0,5.4,"I am the subject of medical actions, so what? Who listens to me when I speak? Go and see, how incompetent the doctors are nowadays.",-0.812,0.648,-0.21
sample_00002968,sample_00002968,0,4.72,"No, you said you would help, we must help with this matter.",0.0,0.0,0.0
sample_00004786,sample_00004786,0,2.36,"It's not about losing money, but about lowering the pressure and keeping the peace.",-0.756,0.66,0.208
sample_00002549,sample_00002549,0,3.8,Can I still trust what you say?,1.0,0.47,0.544
sample_00006841,sample_00006841,0,2.08,"Precisely because we are buddies, I can't take this money.",0.0,0.0,0.0
sample_00002526,sample_00002526,0,2.56,"No way, you were just talking fine, why did you leave without saying goodbye?",0.0,0.0,0.0
sample_00001588,sample_00001588,0,1.92,You suddenly told me to go to Nepal.,-0.756,0.66,0.208
sample_00002913,sample_00002913,0,4.32,"One is more fierce than the other, do you know? If people in your company know about you, it could ruin your reputation.",0.568,0.71,0.078
samplenew_00017904,samplenew_00017904,0,4.84,All the private soldiers trained in the mansion are for the purpose of protecting and escorting His Highness in the future.,1.0,0.47,0.544
sample_00002536,sample_00002536,0,5.36,"I know, the bride has entered the door, how can you still call him uncle, right, dad.",-0.55,-0.334,-0.702
sample_00005164,sample_00005164,0,1.44,"He is not, he is not.",0.0,0.0,0.0
sample_00002546,sample_00002546,0,1.4,Don't worry about the medical expenses.,-0.55,-0.334,-0.702
sample_00000008,sample_00000008,0,7.64,Just left me here alone.,-0.55,-0.334,-0.702
sample_00005635,sample_00005635,0,1.2,Tongtong should be under my custody.,0.0,0.0,0.0
samplenew_00011064,samplenew_00011064,0,4.4,"Is it my fortune, or is it my sin?",1.0,0.47,0.544
sample_00006385,sample_00006385,0,1.52,"Ten years in prison, it's not for the ordinary person.",-0.756,0.66,0.208
sample_00004339,sample_00004339,0,0.8,What did you say?,0.0,0.0,0.0
sample_00000420,sample_00000420,0,4.92,"But books require literacy.  Even an illiterate can enjoy a film, right?  Your competitor is cross talk.",-0.55,-0.334,-0.702
sample_00005339,sample_00005339,0,2.56,,-0.55,-0.334,-0.702
sample_00003263,sample_00003263,0,3.97,"Sorry, the ice cream and frozen dumplings are already sold out.",-0.812,0.648,-0.21
sample_00002514,sample_00002514,0,2.52,No matter what happened between you and Zhang Wei in the past.,0.0,0.0,0.0
sample_00001056,sample_00001056,0,1.52,That is his own wishful thinking.,0.0,0.0,0.0
sample_00000902,sample_00000902,0,4.44,"Mom, you look so beautiful today!",1.0,0.47,0.544
sample_00000441,sample_00000441,0,2.36,"This is not my car, it's my colleague's car.",0.568,0.71,0.078
sample_00005742,sample_00005742,0,3.44,"Ling Jie, she has already been deceived miserably, we should help her.",-0.812,0.648,-0.21
sample_00003666,sample_00003666,0,1.17,Isn't it really you?,1.0,0.47,0.544
sample_00006557,sample_00006557,0,4.2,"Really? Alright, see you later then, drive safely.",0.0,0.0,0.0
sample_00003529,sample_00003529,0,7.12,"As a friend, I really don't want you to keep everything bottled up inside. You need to talk, you need to express what's on your mind.",-0.756,0.66,0.208
sample_00004980,sample_00004980,0,4.0,That just shows that I'm not cut out for this.,1.0,0.47,0.544
sample_00004771,sample_00004771,0,3.0,"He, he agrees, he knows, I've told him.",0.0,0.0,0.0
sample_00006851,sample_00006851,0,4.05,"What did I say, when the daughter grows up, she has her own ideas.",0.0,0.0,0.0
sample_00000710,sample_00000710,0,1.07,Do you guys like English?,-0.756,0.66,0.208
sample_00004159,sample_00004159,0,3.28,"When did you earn money to spend for me, when did you eat delicious food for me, eww.",0.0,0.0,0.0
sample_00000224,sample_00000224,0,7.76,"I understand now. I just need to set my goals. If the other party can accept them, we cooperate. If not, then forget it. There's no need for all the fuss.",0.568,0.71,0.078
sample_00001608,sample_00001608,0,4.08,"Don't go to any expense, his word is enough.",1.0,0.47,0.544
sample_00003453,sample_00003453,0,3.96,I thought you would be moved by her and agree.,-0.756,0.66,0.208
sample_00004410,sample_00004410,0,2.6,"However, I feel that for some matters, it's better if I handle them personally.",0.0,0.0,0.0
sample_00001237,sample_00001237,0,3.56,"Then if you're still angry, then hit me once, okay?",0.0,0.0,0.0
sample_00002331,sample_00002331,0,1.76,I just looked at his photos from when he was young.,-0.812,0.648,-0.21
sample_00003261,sample_00003261,0,3.12,"When I was young, the girls around me were all watching ""Sailor Moon"".",0.0,0.0,0.0
sample_00002508,sample_00002508,0,4.08,"You should let your friend go to their house and check on her. She takes things too seriously, don't let it get to you.",-0.756,0.66,0.208
sample_00005136,sample_00005136,0,2.08,So you're afraid of making mistakes.,0.0,0.0,0.0
sample_00005703,sample_00005703,0,1.52,But I'm afraid the pressure is too much for me.,-0.756,0.66,0.208
sample_00004422,sample_00004422,0,0.88,,-0.756,0.66,0.208
sample_00003709,sample_00003709,0,4.72,Mom doesn't want to see your family fall apart.,0.0,0.0,0.0
sample_00005324,sample_00005324,0,7.96,"No, it wasn't like that, at that time, I really didn't intend to lose you on purpose.",0.0,0.0,0.0
sample_00001002,sample_00001002,0,2.4,What are you wandering around for? Come here.,0.0,0.0,0.0
sample_00004551,sample_00004551,0,5.28,"My aunt and my grandmother are twins, our family has the twin genetic gene.",-0.756,0.66,0.208
sample_00003720,sample_00003720,0,5.96,"Sure, do you sell coffee beans there? Perfect, I want to buy some coffee beans.",-0.55,-0.334,-0.702
sample_00000202,sample_00000202,0,4.12,Don't be so unfair to people.,1.0,0.47,0.544
sample_00005630,sample_00005630,0,4.2,Why can't you stay at home and wait for me a little longer.,-0.756,0.66,0.208
sample_00000215,sample_00000215,0,1.65,This matter is easy to handle.,-0.756,0.66,0.208
sample_00000190,sample_00000190,0,1.4,But the person who should cry is me.,-0.55,-0.334,-0.702
sample_00001920,sample_00001920,0,1.05,,0.568,0.71,0.078
sample_00001346,sample_00001346,0,1.36,Let a murderer go for a petty thief.,1.0,0.47,0.544
sample_00006532,sample_00006532,0,6.72,"What is your relationship with these criminal suspects? We just want to know about Ge Peng's past, do you still remember?",-0.55,-0.334,-0.702
sample_00000733,sample_00000733,0,4.52,"They all lack the ability to analyze independently, always feeling the need to add some external supplementary symbols.",-0.812,0.648,-0.21
sample_00002815,sample_00002815,0,4.64,"The issue of talent shortage in recruitment, especially for certain specialized positions.",-0.756,0.66,0.208
sample_00005075,sample_00005075,0,2.24,"Leave our home, I don't want to see you again.",-0.55,-0.334,-0.702
sample_00005716,sample_00005716,0,5.49,"Don't use your dad as a shield, what we are discussing now is about our life together.",0.0,0.0,0.0
sample_00006756,sample_00006756,0,2.4,Let's start with small things.,0.0,0.0,0.0
sample_00006193,sample_00006193,0,1.12,"You won't argue with me, will you?",-0.55,-0.334,-0.702
samplenew_00011943,samplenew_00011943,0,6.4,"Today, you've given me a lot of respect, and I appreciate it. Another day, come and visit us on our mountain.",-0.756,0.66,0.208
sample_00004085,sample_00004085,0,3.2,Your second brother has been diagnosed with cancer.,1.0,0.47,0.544
sample_00004898,sample_00004898,0,2.2,You should try your best until they are satisfied.,-0.812,0.648,-0.21
sample_00001260,sample_00001260,0,5.48,"It's okay, I'm just in a bad mood. Will you accompany me to eat at a food stall tonight?",0.0,0.0,0.0
sample_00005667,sample_00005667,0,2.01,"Oh, I'm waiting for you.",0.0,0.0,0.0
sample_00006581,sample_00006581,0,1.6,Can you talk nonsense when you're drunk?,-0.756,0.66,0.208
sample_00003490,sample_00003490,0,1.12,Who bought this rock sugar?,1.0,0.47,0.544
sample_00001004,sample_00001004,0,2.0,So I want to apologize to you.,-0.756,0.66,0.208
sample_00002253,sample_00002253,0,3.36,"Besides, I don't have any cash on hand, how am I supposed to go to their house?",1.0,0.47,0.544
sample_00006220,sample_00006220,0,3.08,"Sis, for you, we are willing to give it all.",-0.55,-0.334,-0.702
sample_00006667,sample_00006667,0,5.08,,-0.55,-0.334,-0.702
samplenew_00002258,samplenew_00002258,0,4.18,"What the emperor knows from the letter, always reminds him of his servant.",-0.812,0.648,-0.21
sample_00005497,sample_00005497,0,2.6,What will I do if you don't refund my deposit at that time?,0.0,0.0,0.0
sample_00002342,sample_00002342,0,12.64,"My performance and reputation are both excellent. From the first day I, Mao Xiaochun, became a doctor, I understood very clearly the responsibilities of being a doctor. How could I ruin my future for such a trivial gain? I have never accepted a red envelope, never accepted a bribe.",-0.756,0.66,0.208
sample_00006382,sample_00006382,0,5.47,What?,1.0,0.47,0.544
sample_00000927,sample_00000927,0,3.24,"Little earthworm, when are you coming back?",-0.756,0.66,0.208
sample_00003134,sample_00003134,0,3.68,"I  warn you today, Peng Jiahe, you are not allowed to be affectionate with that kid anymore.",0.0,0.0,0.0
sample_00002087,sample_00002087,0,1.96,Do you own the road or something?,-0.756,0.66,0.208
sample_00005525,sample_00005525,0,3.79,"How has he affected your life? You can ignore him, why did you burn him?",1.0,0.47,0.544
sample_00001904,sample_00001904,0,3.32,"Okay, okay, okay, okay, okay, I have received this intention.",1.0,0.47,0.544
sample_00006092,sample_00006092,0,2.92,Do you admit that I am your father?,-0.812,0.648,-0.21
sample_00002352,sample_00002352,0,5.0,"Can I? Fei Ge, I don't understand anything, and I've never done this before.",-0.756,0.66,0.208
sample_00000348,sample_00000348,0,3.16,"But he remembers everyone else, why doesn't he recognize me?",0.0,0.0,0.0
sample_00005701,sample_00005701,0,4.32,"It's really outrageous, if you stole it, you stole it, if you took it, you took it, you just need to admit it.",-0.756,0.66,0.208
samplenew_00008354,samplenew_00008354,0,9.12,"Son, look at your father's face, full of pride and radiating with the spring's warmth. Once you see me, you should not believe any negative reports.",-0.812,0.648,-0.21
sample_00000729,sample_00000729,0,2.92,What's so good about it? Stop pretending to be strong in front of me.,0.0,0.0,0.0
sample_00001414,sample_00001414,0,8.8,,0.0,0.0,0.0
sample_00003838,sample_00003838,0,4.12,"Come on, report to me. What work have you done today?",-0.756,0.66,0.208
sample_00006374,sample_00006374,0,4.76,"You suddenly being so enthusiastic towards me today, I feel a little embarrassed. Really!",-0.812,0.648,-0.21
sample_00000777,sample_00000777,0,1.28,"Yes, that's right.",1.0,0.47,0.544
sample_00005222,sample_00005222,0,1.76,She was the one I met in over three thousand matches.,-0.756,0.66,0.208
sample_00000849,sample_00000849,0,4.08,The opportunity for employees to travel abroad and receive training can be arranged by the head office.,0.0,0.0,0.0
sample_00001602,sample_00001602,0,6.68,"If I can get out alive, I will buy a ticket to go home tomorrow.",-0.55,-0.334,-0.702
sample_00002152,sample_00002152,0,0.96,Please go out.,1.0,0.47,0.544
sample_00004447,sample_00004447,0,6.92,"I am very clear-cut, standing by your side, I risk breaking off my mother-daughter relationship, I scolded her, it seems I am not considered a person at both ends.",0.0,0.0,0.0
sample_00004909,sample_00004909,0,6.96,"If he's going to die, I'll hate you for the rest of my life. I really feel it's not worth it for him, it's really damn not worth it.",0.0,0.0,0.0
sample_00002779,sample_00002779,0,6.32,"Don't say that. When I saved you back then, I didn't even know if it really counted as saving you.",-0.55,-0.334,-0.702
sample_00002566,sample_00002566,0,1.0,"You haven't even married into that family yet, what are you doing?",-0.812,0.648,-0.21
sample_00005330,sample_00005330,0,4.04,"Oh, so they also don't know, right?",-0.812,0.648,-0.21
samplenew_00007521,samplenew_00007521,0,4.25,"If I send you to the battlefield, your family, especially your mother and aunt, would eat me alive.",-0.55,-0.334,-0.702
sample_00005944,sample_00005944,0,5.64,"What I wanted to tell you is, look at my belly, it's getting bigger every day.",1.0,0.47,0.544
sample_00000527,sample_00000527,0,1.72,"She's not ready yet, is she? She is ready now.",1.0,0.47,0.544
sample_00002524,sample_00002524,0,3.68,I will not become a machine that only knows how to duplicate for the sake of making money.,-0.756,0.66,0.208
sample_00000487,sample_00000487,0,2.04,,1.0,0.47,0.544
sample_00005615,sample_00005615,0,2.93,"Burns can be very painful. Additionally, we need to check for possible infections.",-0.812,0.648,-0.21
sample_00001235,sample_00001235,0,3.24,"I'm not refusing to pay it back, I'm about to do it right now, aren't I?",0.0,0.0,0.0
sample_00002193,sample_00002193,0,2.28,Alive! I've made up my mind.,-0.812,0.648,-0.21
sample_00001290,sample_00001290,0,3.8,"Why is it that my dad had an accident, but you are still alive and well?",-0.756,0.66,0.208
sample_00004101,sample_00004101,0,2.8,"Divorce isn't that easy, after all, we've been together for seven years.",-0.55,-0.334,-0.702
sample_00005431,sample_00005431,0,7.48,"Indeed, he is definitely interested in me, there's no doubt about it. The key question is, am I interested in him?",0.0,0.0,0.0
sample_00006685,sample_00006685,0,1.13,Is this what you call bribery?,-0.812,0.648,-0.21
sample_00000329,sample_00000329,0,3.6,"I find that you, as a person, are quite my type.",-0.756,0.66,0.208
sample_00000813,sample_00000813,0,1.46,That person is you!,-0.812,0.648,-0.21
sample_00001440,sample_00001440,0,5.17,"You are scared, you finally stopped acting.",0.568,0.71,0.078
sample_00006291,sample_00006291,0,2.12,That's just a useless snack and he is a scammer.,1.0,0.47,0.544
samplenew_00012823,samplenew_00012823,0,4.24,"You and him, even if you die a thousand times, ten thousand times.",-0.756,0.66,0.208
sample_00006703,sample_00006703,0,3.04,"It's a reminder, reminding me that I need to get down to some serious business.",-0.756,0.66,0.208
sample_00001923,sample_00001923,0,4.28,"That's what was said, but now I always feel like I'm not getting anywhere.",0.568,0.71,0.078
sample_00000070,sample_00000070,0,1.92,Haven't you ever been married?,-0.812,0.648,-0.21
sample_00000540,sample_00000540,0,3.92,Huh?,-0.756,0.66,0.208
sample_00003112,sample_00003112,0,5.93,"Then wait for me to come home, don't be upset alone, bye.",0.0,0.0,0.0
sample_00006555,sample_00006555,0,8.6,"I just don't understand why he keeps making the same mistake, I don't know what to say anymore.",-0.55,-0.334,-0.702
sample_00000100,sample_00000100,0,2.8,How embarrassed I am.,-0.55,-0.334,-0.702
sample_00004216,sample_00004216,0,0.88,Are you okay?,1.0,0.47,0.544
sample_00003722,sample_00003722,0,5.36,Teacher Cheng has been pursuing Teacher Ouyang for two years. It turns out that Teacher Ouyang has always had feelings for this person!,-0.812,0.648,-0.21
sample_00001769,sample_00001769,0,3.04,,1.0,0.47,0.544
sample_00000248,sample_00000248,0,3.16,"What does ""police-civilian co-building"" mean? Old Xu, your awareness is a bit low.",0.0,0.0,0.0
sample_00001524,sample_00001524,0,2.69,Then you go and be a good doctor for me to see.,0.0,0.0,0.0
sample_00004300,sample_00004300,0,2.64,Is this a quote from Chairman Mao?,-0.55,-0.334,-0.702
sample_00004539,sample_00004539,0,1.72,Close the door and have a seat.,-0.756,0.66,0.208
sample_00000406,sample_00000406,0,2.52,I'm wondering if QiDian has a partner.,0.0,0.0,0.0
sample_00002595,sample_00002595,0,2.32,"That's not appropriate, how can they let you work for free?",-0.812,0.648,-0.21
sample_00000646,sample_00000646,0,1.6,Just pay attention to maintaining your mindset,-0.756,0.66,0.208
sample_00000832,sample_00000832,0,2.84,"Since you no longer want to be with me, just tell me clearly.",-0.756,0.66,0.208
sample_00003264,sample_00003264,0,3.24,I perjured myself for Mao Xiaochun's case.,1.0,0.47,0.544
sample_00004508,sample_00004508,0,13.92,"Fenger, listen to your mother's advice, don't scold Baoshan when he comes back. In a couple of days, you should go back with him and live a good life together.",1.0,0.47,0.544
sample_00004815,sample_00004815,0,1.4,my illness is really cured.,0.0,0.0,0.0
sample_00001807,sample_00001807,0,1.96,I treat you with kindness. You think me as Hello Kitty.,-0.756,0.66,0.208
sample_00002223,sample_00002223,0,6.84,Chen Fang is dead.,-0.55,-0.334,-0.702
sample_00003624,sample_00003624,0,9.84,"But I tell you, Taozi, you are completely wrong. That guy, that son of a bitch, he is just a scum!",-0.812,0.648,-0.21
sample_00000659,sample_00000659,0,9.08,"Alright, don't blame yourself too much, it's just because I'm getting old.",-0.756,0.66,0.208
sample_00004475,sample_00004475,0,5.96,"I don't know, I should go back and take a look at Journey to the West, and make a good comparison to see if they are really that similar.",0.0,0.0,0.0
sample_00005158,sample_00005158,0,8.24,"But what I don't understand is, why did Shen Wei commit suicide?",-0.55,-0.334,-0.702
sample_00004309,sample_00004309,0,2.84,"As a result, that mistress's brother refused to do it, demanding him to give three hundred thousand yuan.",-0.756,0.66,0.208
samplenew_00070166,samplenew_00070166,0,5.67,"The final scene that I temporarily revised with Producer Hu, I think filming it this way would be more meaningful than before.",1.0,0.47,0.544
sample_00005179,sample_00005179,0,10.04,"But if you're willing to stay, I don't know what kind of life I can offer you. But if you're willing to try,",0.568,0.71,0.078
sample_00006475,sample_00006475,0,4.8,"Oh, through this matter with Shen Wei, both my husband and I have made a decision.",-0.756,0.66,0.208
sample_00003368,sample_00003368,0,4.2,"Everything is against me, I live my own life, what does it have to do with her? I ran into her a couple of days ago.",1.0,0.47,0.544
sample_00000288,sample_00000288,0,11.29,Since.,0.0,0.0,0.0
samplenew_00069524,samplenew_00069524,0,4.13,"Building bridges and roads, aiding the poor and supporting education.",1.0,0.47,0.544
sample_00001611,sample_00001611,0,3.24,Are you comfortable only when the police arrest you and throw you into jail?,-0.812,0.648,-0.21
sample_00004245,sample_00004245,0,4.32,"Let me tell you, buddy, what did we rely on to survive to this day.",-0.756,0.66,0.208
sample_00001437,sample_00001437,0,1.52,Is this all your stuff?,1.0,0.47,0.544
sample_00005270,sample_00005270,0,1.28,"The shooting is scheduled for this afternoon, what's your plan?",-0.55,-0.334,-0.702
samplenew_00011446,samplenew_00011446,0,6.36,"As an old servant, I am willing to bear all punishments.",-0.756,0.66,0.208
samplenew_00001967,samplenew_00001967,0,5.43,"Once I leave, superiority increases significantly. Not to mention forging paths through mountains, and building bridges over water.",-0.812,0.648,-0.21
sample_00002459,sample_00002459,0,2.16,"So he gets beaten up every day now, and it's not anyone else's fault at all.",1.0,0.47,0.544
sample_00001898,sample_00001898,0,2.77,Your dad went to the store early in the morning.,-0.756,0.66,0.208
sample_00002531,sample_00002531,0,4.48,"It's still me who is braver, coming directly to dance with you. And look at the result, we ended up dancing together for four years.",-0.756,0.66,0.208
samplenew_00013322,samplenew_00013322,0,4.32,"So familiar with Lan Zhan's swordsmanship, could he be from the Lan clan?",1.0,0.47,0.544
sample_00006001,sample_00006001,0,6.32,"You're nitpicking at an egg, wow, you've been complimented once, and your Chinese level is improving rapidly.",0.568,0.71,0.078
sample_00005474,sample_00005474,0,2.44,"Ah, what do you think of this bed? It's big enough, isn't it?",1.0,0.47,0.544
sample_00004666,sample_00004666,0,2.36,"Because you are  young, there is still a long way to go in the future.",-0.812,0.648,-0.21
sample_00004664,sample_00004664,0,2.68,"According to the old rules, are you going to report or not?",-0.812,0.648,-0.21
sample_00003070,sample_00003070,0,12.56,"Huh? Then with the help of your girlfriend, you came here again to work for her uncle. Huh? Your escape route, the people involved, we have a clear grasp of all.",-0.812,0.648,-0.21
sample_00004608,sample_00004608,0,2.64,I heard her telling the director that she wants to leave the emergency department.,-0.756,0.66,0.208
sample_00003521,sample_00003521,0,2.84,"Don't rush to thank me yet, there's something I'm still quite worried about.",0.0,0.0,0.0
sample_00006926,sample_00006926,0,1.76,Every fashion editor and assistant editor are the same.,1.0,0.47,0.544
sample_00005243,sample_00005243,0,4.05,"I just keep flooding the screen, he cares so much about comments, I keep flooding so he can't see a single one.",-0.812,0.648,-0.21
sample_00004617,sample_00004617,0,1.88,You flatter me.,1.0,0.47,0.544
sample_00000818,sample_00000818,0,2.52,This kind of harm is fatal to women.,-0.812,0.648,-0.21
sample_00001673,sample_00001673,0,4.76,"Feeling ashamed. I want to let your friends, your colleagues know your true colors.",0.0,0.0,0.0
sample_00005293,sample_00005293,0,2.6,"Even if I become an official photographer for someone and they send me abroad, I still wouldn't go.",0.0,0.0,0.0
sample_00000660,sample_00000660,0,3.44,"The adopter can go and see the child. If they think the child is good, they can directly deal with the family and the hospital.",-0.756,0.66,0.208
sample_00002930,sample_00002930,0,1.28,Let's communicate more.,0.0,0.0,0.0
sample_00006128,sample_00006128,0,1.24,,1.0,0.47,0.544
sample_00000053,sample_00000053,0,1.0,We had a fight.,0.0,0.0,0.0
samplenew_00011128,samplenew_00011128,0,4.26,"Golden treasure land, Lu Chuchang",0.0,0.0,0.0
sample_00001742,sample_00001742,0,2.52,He can't come because the company has an urgent matter to deal with.,1.0,0.47,0.544
sample_00000128,sample_00000128,0,2.04,I don't have time to waste on you.,-0.812,0.648,-0.21
sample_00004393,sample_00004393,0,3.36,"Let me tell you, from now on, move out of my house, understand? I don't want to see you anymore.",0.0,0.0,0.0
sample_00006210,sample_00006210,0,15.52,"Since you've mentioned divorce, there's a secret.",0.0,0.0,0.0
sample_00001676,sample_00001676,0,2.92,"Oh, I'm sure that person was definitely a master of street performance back in the day.",-0.756,0.66,0.208
sample_00006209,sample_00006209,0,1.4,What's wrong with Nepal?,1.0,0.47,0.544
sample_00006929,sample_00006929,0,2.08,"I never want to see you again, I hate you.",1.0,0.47,0.544
sample_00003445,sample_00003445,0,2.92,"Shh, don't be nervous, I'm one of us too.",1.0,0.47,0.544
sample_00004518,sample_00004518,0,3.32,"Don't pretend to be confused, are you colluding together? All wait for this day.",1.0,0.47,0.544
sample_00002559,sample_00002559,0,2.96,"Eight thousand per episode, thirty episodes.",-0.812,0.648,-0.21
sample_00004091,sample_00004091,0,3.56,"If I go in again, there will be no one to help you.",-0.812,0.648,-0.21
sample_00002186,sample_00002186,0,3.16,"It's not like that, for me, it's a ritual.",0.0,0.0,0.0
sample_00004457,sample_00004457,0,7.24,"Aunt Xu has been working in my house for over a decade, I feel more at ease with her taking care of you.",-0.812,0.648,-0.21
samplenew_00018149,samplenew_00018149,0,5.68,"Who would have thought, he has been dwelling in my eyes all along.",-0.756,0.66,0.208
sample_00002579,sample_00002579,0,2.84,"If I didn't consider your feelings, I would have moved out a lot of things long ago.",-0.756,0.66,0.208
sample_00005688,sample_00005688,0,2.92,"Andy, I'm home too. That Yingqin is really different when it comes to driving.",-0.756,0.66,0.208
sample_00006050,sample_00006050,0,4.04,"Only the two of us know about this, so you must keep it a secret for me.",-0.55,-0.334,-0.702
sample_00002286,sample_00002286,0,2.68,,0.0,0.0,0.0
sample_00003809,sample_00003809,0,2.92,"Sometimes, time can solve all problems.",1.0,0.47,0.544
sample_00004818,sample_00004818,0,6.28,"You guys should give me an explanation. Qiu Bozhao should give me an explanation. I'm telling you, this is just the beginning.",1.0,0.47,0.544
sample_00000305,sample_00000305,0,0.88,,-0.812,0.648,-0.21
sample_00005400,sample_00005400,0,2.56,"Don't treat your wife so badly, okay?",0.568,0.71,0.078
sample_00002029,sample_00002029,0,0.76,I'm not looking for anyone.,1.0,0.47,0.544
sample_00000169,sample_00000169,0,2.68,"Why don't you listen to what I say? You, as a person,",-0.55,-0.334,-0.702
sample_00000039,sample_00000039,0,1.52,"I tell you, Cao Xiaoqiang, I am marrying you now.",0.568,0.71,0.078
sample_00001078,sample_00001078,0,2.32,How can this business be expanded?,0.0,0.0,0.0
sample_00004999,sample_00004999,0,1.08,Thank you!,-0.55,-0.334,-0.702
sample_00002368,sample_00002368,0,5.24,"They live their lives, I live mine, I will never interfere with their happy lives.",1.0,0.47,0.544
sample_00000455,sample_00000455,0,7.28,"Accidents are inevitable, but emotionally, I'm having a hard time accepting it.",-0.812,0.648,-0.21
sample_00001779,sample_00001779,0,6.38,Let me try.,-0.812,0.648,-0.21
sample_00000854,sample_00000854,0,1.28,I can't afford it.,0.0,0.0,0.0
sample_00002094,sample_00002094,0,3.89,Your leg isn't fully healed yet; you mustn't do any heavy lifting.,-0.55,-0.334,-0.702
sample_00002742,sample_00002742,0,3.12,"So, your brother won't be released until four days from now, so you need to prepare at least four thousand yuan.",1.0,0.47,0.544
sample_00000226,sample_00000226,0,1.32,"You wouldn't mind not seeing each other for a year or two, right?",-0.812,0.648,-0.21
sample_00006956,sample_00006956,0,3.72,"I said you have divorced and you have another woman, why are you still coming to harass my sister?",0.0,0.0,0.0
sample_00000549,sample_00000549,0,3.56,You mean the distributor changed their mind temporarily and sent all the goods back?,0.0,0.0,0.0
sample_00005072,sample_00005072,0,3.24,Does she know about this thing between us?,0.0,0.0,0.0
sample_00001702,sample_00001702,0,2.76,"This way, our company can stay at the forefront of the industry.",-0.756,0.66,0.208
samplenew_00013976,samplenew_00013976,0,4.25,Individual business owners in the ancient city of Wang Temple Village produce audio racks for recording.,0.0,0.0,0.0
sample_00005955,sample_00005955,0,7.6,Enjoy the beauty of every age. You can't be fifty and still want to enjoy the beauty of being thirty or twenty.,-0.55,-0.334,-0.702
sample_00000780,sample_00000780,0,2.6,I will quickly forward all these materials to our sales manager.,0.0,0.0,0.0
sample_00006071,sample_00006071,0,7.92,"How about this, from now on you follow me, I'll tell you what to do.",1.0,0.47,0.544
sample_00005842,sample_00005842,0,2.55,Do you think I'm afraid to fall out with my family?,1.0,0.47,0.544
sample_00001621,sample_00001621,0,7.88,"However, I am willing to incorporate all of this into a system in a more directed and clearer way. I believe this is the level that a great doctor should strive for.",0.0,0.0,0.0
sample_00000469,sample_00000469,0,3.08,"So, do you have a daughter?",1.0,0.47,0.544
